	Time	Day_of_week	Age_of_driver	Gender_of_driver	Educational_level	Vehicle_driver_relation	Driving_experience	Owner_of_vehicle	Area_accident_occured	Lanes_or_Medians	Road_allignment	Types_of_Junction	Road_surface_type	Road_surface_conditions	Light_conditions	Weather_conditions	Type_of_collision	Number_of_vehicles_involved	Number_of_casualties	Vehicle_movement	Pedestrian_movement	Cause_of_accident	Accident_severity
98	20:50:00	Sunday	18-30	Male	Junior high school	Employee	2-5yr	Owner	Residential areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - light	Normal	Collision with pedestrians	2	1	Going straight	Not a Pedestrian	Driving carelessly	Slight Injury
99	20:50:00	Sunday	Over 51	Male	Junior high school	Employee	Above 10yr	Owner	 Church areas	other	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Driving carelessly	Slight Injury
100	21:32:00	Thursday	18-30	Male	Junior high school	Employee	Above 10yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Earth roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	2	Going straight	Not a Pedestrian	No distancing	Slight Injury
101	21:32:00	Thursday	31-50	Male	Elementary school	Employee	5-10yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	2	Going straight	Not a Pedestrian	Other	Slight Injury
102	19:55:00	Monday	18-30	Male	Elementary school	Employee	5-10yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
103	19:55:00	Monday	18-30	Male	Elementary school	Employee	2-5yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
104	16:10:00	Monday	18-30	Male	Elementary school	Employee	5-10yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Parked	Not a Pedestrian	No distancing	Slight Injury
105	16:10:00	Monday	Over 51	Male	Junior high school	Employee	5-10yr	Governmental	Residential areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Earth roads	Dry	Daylight	Normal	Collision with roadside objects	2	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
106	15:25:00	Monday	31-50	Male	Junior high school	Employee	Above 10yr	Owner	 Church areas	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Going straight	Not a Pedestrian	Overturning	Slight Injury
107	23:36:00	Thursday	Under 18	Male	Junior high school	Employee	5-10yr	Owner	Other	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - no light	Normal	Vehicle with vehicle collision	1	4	Going straight	Not a Pedestrian	Driving at high speed	Serious Injury
108	23:36:00	Thursday	Under 18	Male	Junior high school	Employee	Above 10yr	Owner	Other	One way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - no light	Normal	Vehicle with vehicle collision	1	4	Going straight	Not a Pedestrian	No priority to vehicle	Serious Injury
109	23:36:00	Thursday	Under 18	Male	Elementary school	Employee	Below 1yr	Owner	Residential areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - no light	Normal	Vehicle with vehicle collision	1	4	Going straight	Not a Pedestrian	No priority to pedestrian	Serious Injury
110	23:36:00	Thursday	Under 18	Male	Elementary school	Employee	5-10yr	Owner	Office areas	One way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - no light	Normal	Vehicle with vehicle collision	1	4	Going straight	Not a Pedestrian	No priority to vehicle	Serious Injury
111	20:00:00	Monday	Over 51	Male	Elementary school	Employee	1-2yr	Owner	 Industrial areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Darkness - no light	Normal	Vehicle with vehicle collision	3	1	Turnover	Not a Pedestrian	Other	Slight Injury
112	20:00:00	Monday	31-50	Male	Elementary school	Employee	5-10yr	Governmental	Residential areas	Double carriageway (median)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Darkness - no light	Normal	Vehicle with vehicle collision	3	1	Going straight	Not a Pedestrian	Other	Slight Injury
113	20:00:00	Monday	31-50	Male	Elementary school	Employee	5-10yr	Owner	Office areas	Double carriageway (median)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Darkness - no light	Normal	Vehicle with vehicle collision	3	1	Going straight	Not a Pedestrian	Moving Backward	Slight Injury
114	17:54:00	Friday	18-30	Male	Elementary school	Employee	2-5yr	Owner	Other	Double carriageway (median)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Rollover	2	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
115	17:54:00	Friday	31-50	Male	Elementary school	Employee	5-10yr	Owner	 Church areas	other	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Moving Backward	Not a Pedestrian	Moving Backward	Slight Injury
116	18:04:00	Monday	31-50	Male	Elementary school	Employee	5-10yr	Owner	 Industrial areas	other	Tangent road with flat terrain	Crossing	Earth roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Going straight	Not a Pedestrian	No priority to vehicle	Slight Injury
117	17:00:00	Friday	18-30	Male	Junior high school	Employee	Above 10yr	Owner	  Recreational areas	One way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Moving Backward	Not a Pedestrian	Driving carelessly	Slight Injury
118	1:15:00	Saturday	18-30	Female	Junior high school	Employee	Above 10yr	Owner	  Market areas	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Darkness - light	Normal	Collision with roadside objects	2	3	Turnover	Not a Pedestrian	No distancing	Slight Injury
119	1:15:00	Saturday	18-30	Female	Elementary school	Employee	Below 1yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	3	Going straight	Not a Pedestrian	Other	Slight Injury
120	1:15:00	Saturday	18-30	Male	Elementary school	Employee	5-10yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	3	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
121	1:15:00	Saturday	18-30	Male	Elementary school	Owner	5-10yr	Owner	 Industrial areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Crossing	Earth roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	3	Going straight	Not a Pedestrian	No distancing	Slight Injury
122	18:30:00	Wednesday	31-50	Male	Elementary school	Employee	2-5yr	Governmental	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Wet or damp	Darkness - light	Raining	Collision with roadside objects	2	1	Going straight	Not a Pedestrian	Driving carelessly	Slight Injury
123	18:30:00	Wednesday	18-30	Male	Elementary school	Employee	Above 10yr	Governmental	Office areas	other	Tangent road with flat terrain	No junction	Asphalt roads	Wet or damp	Darkness - light	Raining	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
124	15:52:00	Friday	18-30	Male	Elementary school	Employee	2-5yr	Owner	Office areas	other	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	1	Going straight	Not a Pedestrian	No priority to vehicle	Slight Injury
125	15:52:00	Friday	31-50	Male	Junior high school	Employee	Above 10yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	1	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
126	15:52:00	Friday	18-30	Male	Junior high school	Employee	Below 1yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	3	1	Reversing	Not a Pedestrian	No priority to pedestrian	Slight Injury
127	12:33:00	Tuesday	18-30	Male	Junior high school	Employee	2-5yr	Organization	Other	other	Tangent road with flat terrain	Other	Asphalt roads	Dry	Daylight	Normal	Collision with roadside objects	1	1	Going straight	Not a Pedestrian	No priority to vehicle	Serious Injury
128	8:59:00	Monday	Under 18	Male	Elementary school	Employee	5-10yr	Governmental	Other	other	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Changing lane to the left	Slight Injury
129	8:59:00	Monday	Over 51	Male	Elementary school	Employee	5-10yr	Owner	Other	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Turnover	Slight Injury
130	17:25:00	Saturday	31-50	Male	Elementary school	Employee	1-2yr	Owner	Other	other	Tangent road with flat terrain	No junction	Other	Wet or damp	Daylight	Normal	Vehicle with vehicle collision	1	1	Turnover	Not a Pedestrian	Driving to the left	Slight Injury
131	0:53:00	Sunday	18-30	Male	Elementary school	Employee	1-2yr	Owner	Residential areas	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	1	3	Reversing	Not a Pedestrian	Driving carelessly	Slight Injury
132	0:53:00	Sunday	18-30	Male	Junior high school	Employee	1-2yr	Owner	 Church areas	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	1	3	Going straight	Not a Pedestrian	Driving to the left	Slight Injury
133	0:53:00	Sunday	18-30	Male	Junior high school	Employee	5-10yr	Owner	Office areas	Double carriageway (median)	Tangent road with flat terrain	No junction	Asphalt roads	Dry	Darkness - light	Normal	Collision with pedestrians	1	3	Going straight	Not a Pedestrian	Driving carelessly	Slight Injury
134	15:20:00	Wednesday	31-50	Male	Elementary school	Owner	1-2yr	Owner	 Church areas	other	Tangent road with flat terrain	Crossing	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Turnover	Not a Pedestrian	No priority to pedestrian	Slight Injury
135	18:23:00	Saturday	Under 18	Male	Junior high school	Employee	5-10yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Darkness - light	Raining	Vehicle with vehicle collision	2	1	Moving Backward	Not a Pedestrian	Driving carelessly	Slight Injury
136	18:23:00	Saturday	18-30	Male	Junior high school	Employee	2-5yr	Owner	Other	other	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Darkness - light	Raining	Collision with roadside objects	2	1	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
137	5:24:00	Friday	31-50	Male	Junior high school	Employee	2-5yr	Owner	School areas	other	Steep grade downward with mountainous terrain	No junction	Asphalt roads	Wet or damp	Darkness - no light	Normal	Vehicle with vehicle collision	1	1	Going straight	Not a Pedestrian	Moving Backward	Serious Injury
138	12:15:00	Saturday	18-30	Male	Junior high school	Employee	5-10yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with mild grade and flat terrain	Crossing	Earth roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Going straight	Not a Pedestrian	Driving carelessly	Slight Injury
139	22:15:00	Friday	31-50	Male	Junior high school	Owner	Below 1yr	Owner	Other	other	Steep grade downward with mountainous terrain	No junction	Asphalt roads	Dry	Darkness - light	Normal	Collision with pedestrians	1	1	Reversing	Not a Pedestrian	Changing lane to the right	Slight Injury
140	6:35:00	Friday	31-50	Male	High school	Employee	Below 1yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Wet or damp	Darkness - light	Raining	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Driving carelessly	Serious Injury
141	6:35:00	Friday	31-50	Male	Junior high school	Employee	Below 1yr	Owner	Other	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Wet or damp	Darkness - light	Raining	Vehicle with vehicle collision	2	1	Going straight	Not a Pedestrian	Driving carelessly	Serious Injury
142	17:34:00	Thursday	Under 18	Male	Junior high school	Employee	Below 1yr	Owner	Other	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	No junction	Asphalt roads	Wet or damp	Darkness - light	Normal	Collision with pedestrians	1	2	Going straight	Not a Pedestrian	Driving carelessly	Serious Injury
143	17:34:00	Thursday	Under 18	Male	Junior high school	Employee	2-5yr	Owner	Office areas	Undivided Two way	Tangent road with flat terrain	No junction	Asphalt roads	Wet or damp	Darkness - light	Normal	Collision with pedestrians	1	2	Parked	Not a Pedestrian	Changing lane to the right	Serious Injury
144	4:00:00	Friday	18-30	Male	Junior high school	Employee	2-5yr	Owner	Other	Double carriageway (median)	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Darkness - light	Raining	Collision with pedestrians	1	4	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
145	4:00:00	Friday	18-30	Male	Junior high school	Employee	5-10yr	Owner	 Church areas	other	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Darkness - light	Raining	Collision with roadside objects	1	4	Going straight	Not a Pedestrian	Driving carelessly	Slight Injury
146	4:00:00	Friday	18-30	Male	Elementary school	Employee	5-10yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Darkness - light	Raining	Vehicle with vehicle collision	1	4	Going straight	Not a Pedestrian	Overtaking	Slight Injury
147	4:00:00	Friday	18-30	Male	Elementary school	Owner	5-10yr	Owner	Office areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Wet or damp	Darkness - light	Raining	Vehicle with vehicle collision	1	4	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
148	15:50:00	Saturday	18-30	Male	Junior high school	Employee	5-10yr	Owner	Other	Undivided Two way	Tangent road with mountainous terrain and	Y Shape	Asphalt roads	Dry	Daylight	Normal	Vehicle with vehicle collision	1	1	Going straight	Not a Pedestrian	No distancing	Slight Injury
149	8:50:00	Friday	Under 18	Male	Junior high school	Owner	5-10yr	Owner	Residential areas	Undivided Two way	Tangent road with flat terrain	Crossing	Asphalt roads	Wet or damp	Daylight	Raining	Vehicle with vehicle collision	1	1	Stopping	Not a Pedestrian	Other	Slight Injury
150	0:25:00	Sunday	18-30	Male	Illiterate	Employee	2-5yr	Owner	Residential areas	Undivided Two way	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	2	Going straight	Not a Pedestrian	Changing lane to the right	Slight Injury
151	0:25:00	Sunday	31-50	Male	Junior high school	Employee	5-10yr	Owner	Residential areas	Two-way (divided with broken lines road marking)	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Darkness - light	Normal	Vehicle with vehicle collision	2	2	Overtaking	Not a Pedestrian	Changing lane to the right	Slight Injury
152	0:25:00	Sunday	31-50	Male	Junior high school	Employee	Below 1yr	Owner	Other	other	Tangent road with flat terrain	Y Shape	Asphalt roads	Dry	Darkness - light	Normal	Collision with pedestrians	2	2	Going straight	Not a Pedestrian	Overtaking	Slight Injury
153	0:10:00	Sunday	18-30	Male	Junior high school	Employee	1-2yr	Owner	Office areas	other	Steep grade downward with mountainous terrain	No junction	Asphalt roads	Wet or damp	Darkness - light	Raining and Windy	Collision with roadside objects	2	1	Reversing	Not a Pedestrian	Other	Slight Injury
